date,code,field,time,focal_patch,order,family,species_name,count,location,time_sampled_mins,time_sampled_secs,feeding,niche,current_dispersal,voltinism ,stage,size,Parasitised ,notes,pic_obs_samp,Written
12/09/2023,BP_3.2,Broadpark,3,2,Hemiptera ,Aphrophoridae,"Philaenus spumarius (Linnaeus, 1758)",2,Stem,12,1,Piercing/Sucking,Herbivore,Fly,Univoltine ,Adult,M,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.2,Broadpark,3,2,Hemiptera ,Miridae,"Lygus lineolaris (Palisot de Beauvois, 1818) ",1,Stem,6,0,Piercing/Sucking,Herbivore,Fly,Multivoltine ,Juvenile,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.2,Broadpark,3,2,Hemiptera ,Anthocoridae,"Anthocoris sp. (Fallen, 1814) ",1,Rossette ,5,29,Piercing/Sucking,Predator,Fly,Multivoltine ,Juvenile,XS,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.2,Broadpark,3,2,Thysanoptera,Thripidae ,"Thripidae sp. (Stephens, 1829) (Juvenile Morpho 3)",4,Rossette ,0,40,Biting/Chewing,Herbivore,Walk,Multivoltine,Juvenile,XS,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.2,Broadpark,3,2,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",2,Leaf,8,33,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 16/10/2023
26/09/2023,BP_3.3,Broadpark ,3,3,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BP_3.3,Broadpark ,3,3,Araneae ,Theridiidae,"Anelosimus exiguus (Simon, 1891)",1,Dead leaf,9,47,Biting/Sucking,Predator,Walk,Multivoltine,Adult,S,N,In a nest web; Potentially A. exiguss,Sampled,written up 09/11/2023
26/09/2023,BP_3.3,Broadpark ,3,3,Coleoptera,Chrysomelidae,"Longitarsus sp. (Scopoli, 1763) ",1,Leaf,7,11,Biting/Chewing,Herbivore,Hop,Facultative,Adult,S,N,,Sampled,written up 09/11/2023
26/09/2023,BP_3.3,Broadpark ,3,3,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Flower head,14,50,Sponging,,Fly ,,Adult,M,N,,Observation ,written up 09/11/2023
26/09/2023,BP_3.3,Broadpark ,3,3,Hemiptera,Microphysidae,"Microphysidae sp. (Dohrn, 1859) (Morpho 2)",3,Rossette,12,1,Piercing/Sucking,Predator,Fly,Multivoltine,Adult,S,N,,Sampled,written up 09/11/2023
26/09/2023,BP_3.3,Broadpark ,3,3,Hemiptera ,Aphididae,"Uroleucon cirsii (Linnaeus, 1758)",38,Stem,11,23,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,N,,Sampled,written up 09/11/2023
26/09/2023,BP_3.3,Broadpark ,3,3,Hymenoptera,Braconidae,"Braconidae sp. (Latreille, 1829) (Morpho 2)",1,Leaf,4,27,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,S,N,,Sampled,written up 09/11/2023
12/09/2023,BP_3.4,Broadpark,3,4,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_3.4,Broadpark,3,4,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_3.4,Broadpark,3,4,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_3.4,Broadpark,3,4,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
12/09/2023,BP_3.4,Broadpark,3,4,Diptera,Tipulidae,"Tipula oleracea (Linnaeus, 1758)",1,Leaf,14,59,Sucking,Pollinator,Fly,Bivoltine,Adult,XL,N,Dead already,Pictured,written up 16/10/2023
12/09/2023,BP_3.4,Broadpark,3,4,Diptera,Psilidae,"Psilidae sp. (Macquart, 1835)",1,Leaf,14,33,Sponging,Herbivore,Fly,Multivoltine,Adult,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.4,Broadpark,3,4,Diptera,Diastatidae,"Diastatidae sp. (Hendel, 1917) (Morpho 1)",1,Rossette,12,5,Sponging,Herbivore,Fly,,Adult,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.4,Broadpark,3,4,Diptera,Pallopteridae ,"Pallopteridae sp. (Loew, 1862) ",1,Underside leaf near base,2,32,Biting/Chewing,Omnivore,Walk,,Juvenile,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.4,Broadpark,3,4,Hemiptera ,Aphididae,"Uroleucon cirsii (Linnaeus, 1758)",7,"Rossette, stem",13,50,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.4,Broadpark,3,4,Hemiptera ,Aphrophoridae ,"Aphrophoridae sp. (Amyot & Serville, 1843) (Morpho 1)",2,Leaf,11,30,Piercing/Sucking ,Herbivore,Fly,Facultative,Adult,S,N,,Sampled,written up 16/10/2023
12/09/2023,BP_3.4,Broadpark,3,4,Hemiptera ,,Auchenorrhyncha sp. (Obs),1,Leaf,11,25,Piercing/Sucking,Herbivore,,,,S,N,,Observation,written up 16/10/2023
12/09/2023,BP_3.4,Broadpark,3,4,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",1,Leaf near base,5,2,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Juvenile,S,N,,Sampled,written up 16/10/2023
25/09/2023,M_1.1,Monacre,1,1,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_1.1,Monacre,1,1,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_1.1,Monacre,1,1,Araneae,Dictynidae ,"Dictynidae sp. (O. Pickard-Cambridge, 1871) (Morpho 1)",1,Leaf,5,46,Biting/Sucking,Predator,Walk,Facultative,Adult,S,N,,Sampled,written up 20/11/2023
25/09/2023,M_1.1,Monacre,1,1,Coleoptera,Chrysomelidae,"Sphaeoderma testaceum (Fabricius, 1775)",1,Stem,0,34,Biting/Chewing,Herbivore ,Fly,Univoltine ,Adult,M,N,,Observation,written up 20/11/2023
25/09/2023,M_1.1,Monacre,1,1,Coleoptera,Chrysomelidae,"Sphaeroderma sp. (Graëlls, 1858) (Mine)",1,Leaf near base,5,41,Biting/Chewing,Herbivore,Walk,Univoltine ,Juvenile,S,N,,Pictured,written up 20/11/2022
25/09/2023,M_1.1,Monacre,1,1,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",6,Leaf,12,40,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 20/11/2023
25/09/2023,M_1.1,Monacre,1,1,Hemiptera ,Delphacidae,"Stenocranus minutus (Fabricius, 1787)",1,Leaf,10,30,Piercing/Sucking,Herbivore,Hop,Univoltine ,Adult,M,N,,Sampled,written up 20/11/2023
25/09/2023,M_1.1,Monacre,1,1,Hemiptera ,Cicadellidae,"Zyginidia scutellaris (Herrich-Schäffer, 1838)",1,Leaf,9,46,Piercing/Sucking,Herbivore,Fly,Multivoltine,Adult,S,N,,Sampled,written up 20/11/2023
25/09/2023,M_1.1,Monacre,1,1,Hemiptera ,Cicadellidae,"Cicadellidae sp. (Latreille, 1802) (Juvenile Morpho 1)",1,Leaf,4,32,Piercing/Sucking,Herbivore ,Hop,,Juvenile,S,N,,Sampled,written up 20/11/2023
25/09/2023,M_1.1,Monacre,1,1,Lepidoptera ,Depressariidae,"Agonopterix carduella (Hübner, 1817) ",1,Leaf,7,45,Biting/Chewing,Herbivore,Walk,Multivoltine,Juvenile,M,N,,Sampled,written up 20/11/2023
25/09/2023,M_1.5,Monacre,1,5,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_1.5,Monacre,1,5,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_1.5,Monacre,1,5,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_1.5,Monacre,1,5,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),1,Leaf near base,7,4,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 20/11/2023
25/09/2023,M_1.5,Monacre,1,5,Diptera,Platypezidae,"Agathomyia sp. (Verrall, 1901)",2,Leaf,14,40,Sponging,Herbivore,Fly,,Adult,S,N,Mating,Sampled,written up 20/11/2023
25/09/2023,M_1.5,Monacre,1,5,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,9,51,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 20/11/2023
25/09/2023,M_1.5,Monacre,1,5,Hemiptera ,Aphididae,"Brachycaudus cardui (Linnaeus, 1758)",9,Stem near top,10,50,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,N,,Sampled,written up 20/11/2023
22/09/2023,M_2.1,Monacre,2,1,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
22/09/2023,M_2.1,Monacre,2,1,Araneae,Clubionidae ,"Clubiona sp. (Latreille, 1804) ",4,Leaf,10,30,Biting/Sucking,Predator,Walk,Bivoltine,Adult,M,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Araneae,Dictynidae ,"Dictynidae sp. (O. Pickard-Cambridge, 1871) (Morpho 2)",1,Underside leaf,3,57,Biting/Sucking,Predator,Walk,Facultative,Adult,S,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),2,"Leaf, stem near top ",10,15,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Diptera,Agromyzidae,"Agromyza sp. (Fallén, 1810)",1,Leaf near top,14,43,Sponging,Herbivore,Fly,Bivoltine,Adult,S,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Diptera,Cecidomyiidae,"Dasineura sp. (Rondani, 1840)",5,Stem near top,5,8,Biting/Chewing,Herbivore,Walk ,Multivoltine ,Juvenile,XS,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Hemiptera ,Aphididae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1) (Alate)",1,Leaf near top,14,45,Piercing/Sucking,Herbivore ,Fly,Multivoltine,Adult,S,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1) ",2,Underside leaf,0,31,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Hymenoptera,Pteromalidae,Spalangia sp. ,1,Leaf,12,44,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Lepidoptera ,Gelechiidae,"Scrobipalpa acuminatella (Sircom, 1850)",1,Leaf,14,59,Biting/Chewing,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 23/10/2023
22/09/2023,M_2.1,Monacre,2,1,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",2,Leaf near top ,8,44,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
22/09/2023,M_2.2,Monacre,2,2,Coleoptera ,Chrysomelidae,"Alticini sp. (Newman, 1834) (obs)",1,Underside leaf,13,10,Biting/Chewing ,Herbivore,Fly,Facultative,Adult,S,N,,Observation,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Collembola ,Entomobryidae,Entomobryidae sp. (Morpho 1),3,Underside leaf,11,11,Biting/Chewing,Herbivore,Hop,Multivoltine,Both,XS,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Collembola  ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",2,Leaf,6,50,Biting/Chewing,Herbivore,Hop,Multivoltine ,Juvenile,XS,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Leaf,12,47,Sponging,,Fly,,Adult,M,N,,Observation,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Diptera,,"Diptera sp. (Linnaeus, 1758)",1,Leaf near top,1,31,Sponging,Herbivore,Fly,,Adult,S,N,,Observation,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Hemiptera ,Cicadellidae,"Zyginidia scutellaris (Herrich-Schäffer, 1838)",2,Leaf near top,14,20,Piercing/Sucking,Herbivore,Fly,Multivoltine,Adult,S,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Hemiptera ,Aphididae,"Uroleucon cirsii (Linnaeus, 1758)",1,Stem,7,5,Piercing/Sucking,Herbivore,Walk,Multivoltine,Juvenile,S,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Hemiptera ,Delphacidae,"Xanthodelphax straminea (Stål, 1858)",3,Leaf,3,31,Piercing/Sucking,Herbivore,Hop,Bivoltine,Adult,S,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Hymenoptera,Pteromalidae,"Pteromalidae sp. (Thomson, 1876) (Morpho 2)",1,Leaf,11,30,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,S,N,,Sampled,written up 23/10/2023
22/09/2023,M_2.2,Monacre,2,2,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,0,2,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 23/10/2023
25/09/2023,M_2.3,Monacre,2,3,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.3,Monacre,2,3,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.3,Monacre,2,3,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.3,Monacre,2,3,Araneae,Thomisidae,"Thomisidae sp. (Sundevall, 1833) (Juvenile)",2,Stem,11,43,Biting/Sucking,Predator,Walk,,Juvenile,XS,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.3,Monacre,2,3,Araneae,Dictynidae ,"Dictynidae sp. (O. Pickard-Cambridge, 1871) (Morpho 2)",1,Dead flower head,5,24,Biting/Sucking,Predator,Walk,Facultative,Adult,S,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.3,Monacre,2,3,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",3,Leaf,8,20,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 20/11/2023
25/09/2023,M_2.3,Monacre,2,3,Diptera,Cecidomyiidae,"Clinodiplosis sp. (Kieffer, 1894) ",2,Dead flower head ,3,33,Biting/Chewing,Detritivore,Walk ,Multivoltine,Juvenile,XS,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.3,Monacre,2,3,Hemiptera ,Aphrophoridae,"Philaenus spumarius (Linnaeus, 1758)",2,Stem near top,14,20,Piercing/Sucking,Herbivore,Fly,Univoltine ,Adult,M,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.3,Monacre,2,3,Hemiptera ,,Auchenorrhyncha sp. (Obs),1,Leaf,13,3,Piercing/Sucking,Herbivore,,,,S,N,,Observation,written up 20/11/2023
25/09/2023,M_2.3,Monacre,2,3,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",1,Underside leaf,1,11,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Juvenile,S,N,,Observation,written up 20/11/2023
25/09/2023,M_2.4,Monacre,2,4,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.4,Monacre,2,4,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.4,Monacre,2,4,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.4,Monacre,2,4,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.4,Monacre,2,4,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),9,Underside leaf,9,10,Biting/Chewing,Herbivore,Hop,Multivoltine,Both,XS,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.4,Monacre,2,4,Hemiptera ,Aphididae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",4,Rosette,12,22,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.4,Monacre,2,4,Hemiptera ,Delphacidae,"Xanthodelphax straminea (Stål, 1858)",1,Leaf,11,51,Piercing/Sucking,Herbivore,Hop,Bivoltine,Adult,S,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.4,Monacre,2,4,Thysanoptera,Thripidae ,"Thripidae sp. (Stephens, 1829) (Morpho 5)",3,Rosette,13,50,Biting/Chewing,Herbivore,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Hemiptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.5,Monacre,2,5,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
25/09/2023,M_2.5,Monacre,2,5,Araneae,,"Araneae sp. (Clerck, 1757) (obs)",1,Underside leaf,8,6,Biting/Sucking,Predator,Walk,,,S,N,,Observation,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Araneae ,Araneidae,"Araneus diadematus (Clerck, 1757)",1,Leaf,14,59,Biting/Sucking,Predator,Walk,Multivoltine,Adult,L,N,Web built from the top,Sampled,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Coleoptera,Chrysomelidae,"Sphaeroderma testaceum (Fabricius, 1775)",2,Rosette,11,0,Biting/Chewing,Herbivore,Fly,Univoltine ,Adult,M,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),1,Underside leaf,0,12,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,XS,N,,Observation,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Dermaptera,Forficulidae,"Forficula auricularia (Linnaeus, 1758)",1,Dead leaf,3,32,Biting/Chewing,Omnivore,Walk,Facultative,Adult,L,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Leaf near top ,15,0,Sponging,,Fly ,,,S,N,,Observation,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",3,Leaf,13,42,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Diptera,Diastatidae,"Diastatidae sp. (Hendel, 1917) (Morpho 2)",1,Leaf,7,30,Sponging,Herbivore,Fly,,,S,N,,Sampled,written up 20/11/2023
25/09/2023,M_2.5,Monacre,2,5,Stylommatophora,Helicidae,"Cepaea hortensis (Müller, 1774)",4,Underside leaf,7,36,Scraping/Chewing,Omnivore,Walk,Bivoltine,Juvenile,M,N,,Pictured,written up 20/11/2023
23/08/2023,M_3.1,Monacre,3,1,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
23/08/2023,M_3.1,Monacre,3,1,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
23/08/2023,M_3.1,Monacre,3,1,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
23/08/2023,M_3.1,Monacre,3,1,Coleoptera,Chrysomelidae,"Longitarsus sp. (Scopoli, 1763) (Morpho 1)",1,Leaf,13,35,Biting/Chewing,Herbivore,Hop,Facultative,Adult,S,N,,Sampled,written up 07/09/2023
23/08/2023,M_3.1,Monacre,3,1,Diptera,Tipulidae,"Tipulidae sp. (Latreille, 1802)",1,Stem,5,20,Sucking,Herbivore,Fly,Facultative,Adult,XL,N,,Pictured,written up 07/09/2023
23/08/2023,M_3.1,Monacre,3,1,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Leaf near base,3,10,Sponging,,Fly,,Adult,S,N,,Observation ,written up 07/09/2023
23/08/2023,M_3.1,Monacre,3,1,Hemiptera ,,Auchenorrhyncha sp. (Obs),1,Dead leaf near base ,0,50,Piercing/Sucking ,Herbivore,,,,S,N,,Observation ,written up 07/09/2023
23/08/2023,M_3.1,Monacre,3,1,Opiliones,Phalangiidae,"Phalangium opilio (Linnaeus, 1758)",1,Stem,12,22,Biting/Chewing,Predator,Walk ,Univoltine ,Adult,XL,Y,Had two red mites on its abdomen ,Pictured,written up 07/09/2023
02/09/2023,M_3.2,Monacre,3,2,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
02/09/2023,M_3.2,Monacre,3,2,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
02/09/2023,M_3.2,Monacre,3,2,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
02/09/2023,M_3.2,Monacre,3,2,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
02/09/2023,M_3.2,Monacre,3,2,Acari,Trombidiidae,"Trombidiidae sp. (Leach, 1815) ",3,Underside leaf,8,11,Biting/Sucking ,Predator,Walk,Multivoltine,Adult,XS,N,,Observation ,written up 17/09/2023
02/09/2023,M_3.2,Monacre,3,2,Diptera,Cecidomyiidae,"Clinodiplosis sp. (Kieffer, 1894) ",3,Seed head,10,51,Biting/Chewing,Detritivore,Walk ,Multivoltine,Juvenile,XS,N,,Sampled,written up 17/09/2023
02/09/2023,M_3.2,Monacre,3,2,Diptera,Diastatidae,"Diastatidae sp. (Hendel, 1917) (Morpho 1)",1,Stem,1,18,Sponging,Herbivore,Fly,,Adult,S,Y,,Sampled,written up 17/09/2023
02/09/2023,M_3.2,Monacre,3,2,Hemiptera ,,Auchenorrhyncha sp. (Obs),1,Leaf near top ,14,45,Piercing/Sucking ,Herbivore,,,,M,N,,Observation ,written up 17/09/2023
02/09/2023,M_3.3,Monacre,3,3,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
02/09/2023,M_3.3,Monacre,3,3,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
02/09/2023,M_3.3,Monacre,3,3,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
02/09/2023,M_3.3,Monacre,3,3,Araneae,Thomisidae,"Thomisidae sp. (Sundevall, 1833) (obs)",1,Underside leaf,12,44,Biting/Chewing,Predator,Walk,,,S,N,,Observation ,written up 17/09/2023
02/09/2023,M_3.3,Monacre,3,3,Araneae,Clubionidae ,"Clubiona sp. (Latreille, 1804)",1,Underside leaf,1,2,Biting/Sucking,Predator,Walk,Bivoltine,Adult,M,N,,Sampled,written up 17/09/2023
02/09/2023,M_3.3,Monacre,3,3,Coleoptera,Chrysomelidae,"Longitarsus sp. (Scopoli, 1763) (Morpho 1)",3,Leaf near top ,11,0,Biting/Chewing,Herbivore,Hop,Facultative,Adult,S,N,,Sampled,written up 17/09/2023
02/09/2023,M_3.3,Monacre,3,3,Hemiptera,Delphacidae,"Delphacidae sp. (Leach, 1815)",1,Stem near base,8,14,Piercing/Sucking,Herbivore,Hop,Univoltine ,Adult,S,N,,Sampled,written up 17/09/2023
02/09/2023,M_3.3,Monacre,3,3,Hemiptera ,Delphacidae,"Xanthodelphax straminea (Stål, 1858)",1,Leaf near base,9,7,Piercing/Sucking,Herbivore,Hop,Bivoltine,Adult,S,N,,Sampled,written up 17/09/2023
02/09/2023,M_3.3,Monacre,3,3,Hemiptera ,Aphididae,"Uroleucon cirsii (Linnaeus, 1758)",1,Rossette ,5,10,Piercing/Sucking,Herbivore,Walk,Multivoltine,Juvenile,S,N,,Sampled,written up 17/09/2023
02/09/2023,M_3.3,Monacre,3,3,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",3,Leaf,14,30,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 17/09/2023
25/09/2023,M_3.6,Monacre,3,6,Acari,Tetranychidae,"Tetranychidae sp. (Donnadieu, 1875) ",1,Underside leaf,0,30,Biting/Sucking,Herbivore ,Walk,Multivoltine,Adult,XS,N,,Sampled,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Araneae,Dictynidae ,"Dictynidae sp. (O. Pickard-Cambridge, 1871) (Morpho 2)",4,Leaf near top,5,49,Biting/Sucking,Predator,Walk,Facultative,Adult,S,N,Nest near top,Sampled,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Coleoptera,Chrysomelidae,"Alticini sp. (Newman, 1834) (obs)",1,Underside dead leaf,1,20,Biting/Chewing,Herbivore ,Fly,Facultative,Adult,S,N,,Observation,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),1,Leaf,7,33,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Coleoptera,Chrysomelidae,"Sphaeroderma sp. (Graëlls, 1858) (Mine)",1,Leaf near base,12,41,Biting/Chewing,Herbivore,Walk,Univoltine ,Juvenile,S,,,,
25/09/2023,M_3.6,Monacre,3,6,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,11,38,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Hemiptera,Miridae,"Stenodema laevigatum (Linnaeus, 1758)",1,Leaf near top,14,20,Piercing/Sucking,Herbivore,Fly,Univoltine ,Adult,M,N,,Sampled,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Hemiptera,Delphacidae,"Delphacidae sp. (Leach, 1815) (Juvenile)",1,"Leaf, stem",10,30,Piercing/Sucking,Herbivore,Hop,Univoltine ,Juvenile,S,N,,Sampled,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Hemiptera ,Aphrophoridae,"Philaenus spumarius (Linnaeus, 1758)",1,Leaf near top,12,7,Piercing/Sucking,Herbivore,Fly,Univoltine ,Adult,M,N,,Sampled,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Hemiptera ,Cicadellidae,Cicadellidae sp. (Juvenile Morpho 2),2,Leaf near top ,9,59,Piercing/Sucking,Herbivore,Hop,,Juvenile,M,N,,Sampled,written up 20/11/2023
25/09/2023,M_3.6,Monacre,3,6,Hymenoptera,Pteromalidae,"Pteromalidae sp. (Thomson, 1876) (Morpho 3)",2,Leaf,6,11,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,Caught in web,Sampled,written up 20/11/2023
15/08/2023,S_1.1,Stoneyland,1,1,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
15/08/2023,S_1.1,Stoneyland,1,1,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
15/08/2023,S_1.1,Stoneyland,1,1,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
15/08/2023,S_1.1,Stoneyland,1,1,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
